ulasan,label,sentiment,score
"Kami kesini saat liburan akhir ramadhan, kondisi bns ramai sampai2 kami tidak mendapat tempat parkir di area bns, kami akhirnya parkir di luar bns dan harus berjalan kaki kuranglebih 300 meter, tiket masuk saja seharga 40 ribu, sedangkan untuk tiket terusan seharga 120 ribu. harga makanan tidak terlalu mahal, tempat ini recommended untuk anak2..",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.985180139541626}]",0.985180139541626
"Hanya buka sore sampai malam, wahana nya tidak terlalu banyak..selalu ramai dengan anak2 wisata sekolahan. Tidak terlalu banyak spot untuk foto. Setiap wahana yg akan dinaiki harus bayar, beda sistem dengan jatim park.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8443684577941895}]",0.8443684577941895
"Alternatif Wisata di Batu selain Jatim Park 1 - 3, jika yang lain buka siang - sore, maka yang ini, sesuai dengan namanya buka saat sore - malam. Mencoba menampilkan sisi spektakuler Kota Wisata Batu saat malam hari, dengan background khas tanah pegunungan obyek wisata ini cukup ramah untuk anak - anak, bahkan kalau boleh saya bilang, anak - anak saya lebih menikmati suasana saat disini dari pada saya & istri,,,",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9974243640899658}]",0.9974243640899658
"Selama ne kl wisata malem tuh cm kuliner ( makanya endut ) wkwk .. lmyn xi jd main2 nya ga panas,ga hitam kulit,mainannya jg lmyn byk,ada mainan bt anak n dewasa jg, cm syg mainan anaknya kmrn ada beberapa yg rusak ,mgkn blm d bnrn x ya ... ada rmh hantu rmh kaca, banyak deh pokoknya",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9986811280250549}]",0.9986811280250549
"Sudah 2 kali datang ke tempat ini dan selalu ramai. Untung saja area parkirnya sangat luas. Pilihan permainannya banyak, untuk anak-anak maupun dewasa. Terdapat juga pertunjukkan air mancur menari. Penerangannya redup. Menuju pintu keluar akan melewati banyak penjual, mulai dari pakaian, mainan anak-anak, makanan, dll.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9660082459449768}]",0.9660082459449768
"Kebetulan lokasi hotel kami menginap sangat dekat dengan BNS jadi bisa menaiki motor saja untuk kesana, ternyata tempat ini cukup luas, tapi kami kurang menikmatinya. Hanya berkeliling dan mengambil beberapa foto khususnya di area lampion, selebihnya kami hanya melewati wahana-wahana yang ada. Cukup lelah berkeliling disana jadi kami memutuskan untuk tidak berlama-lama disana dan pulang, ketika menuju pintu keluar juga cukup jauh karena kita harus mengelilingi pusat oleh-oleh baru bisa mencapai pintu keluar. Kesannya seperti pasar malam biasa hanya wahana yang disuguhkan lebih banyak, rasanya cukup sekali saja mengunjungi Batu Night Spectacular atau yang sering di sebut BNS ini.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9953681230545044}]",0.9953681230545044
Tempat bermain yg menyenangkan dan banyak mainan buat anak anak. Banyak tempat spot foto yg instagramer banget..,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9984933137893677}]",0.9984933137893677
"Ini taman hiburan tidak sebesar jawa timur park tapi cukup lengkap dan menghibur. Bukanya dimalam hari. Menawarkan hiburan seperti lampion2, rumah hantu, rumah 3D, sirkuit gokart, komedi putar, libe music dan lain2. Pas untuk hiburan keluarga dimalam hari yang ramah dikantong.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992559552192688}]",0.9992559552192688
"Mainan yang cukup menghibur bagi saya hanya gocar, hanya saja biayanya agak mahal. Untuk lainnya saya kurang berminat untuk bermain. Untuk laser shownya keren. Sementara tarian korea agak kurang pas masuk di sana... ",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9970133304595947}]",0.9970133304595947
"Banyak sekali arena permainan disini baik untuk orang dewasa atau anak kecil, spot-spot untuk berfoto juga banyak. Live music dan kuliner yang beragam, cafe yang jual minuman dan kopi juga banyak.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9965221881866455}]",0.9965221881866455
"Pada awal januari 2019 ini, sy berkesempatan mengunjungi BNS dgn istri.. kesan sy pd tempat ini,bagus ,seru,banyak wahana permainan dengan harga yg menarik.. ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997676014900208}]",0.9997676014900208
"kala itu (2014) belum begitu marak ya taman lampion, jadi kami kagum aja pas nyampe sana. wahana yang ditawarkan sebenrnya lengkap dari kursi terbang, pertunjukan air mancur menari hingga perang2an apalah itu namanya. karena sudah terlalu larut dan kami kelelahan jadi kami tidak sempat mencoba wahana yang lain.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.6499020457267761}]",0.6499020457267761
"Tampilannya seperti pasar malam walaupun cukup banyak wahana. Lokasi tdk luas.Setiap masuk wahana harus bayar lagi. Saya pakai tiket terusan seharga 99 ribu tetapi masuk wahana2 sebagian tetap mesti byr lg.Tiket terusan lebih cocok jika ingin mencoba banyak wahana, jika tidak lebih baik bayar persatuan.Dengan fasilitas dan harga segitu menurut saya terhitung kemahalan.Disarankan membawa jaket krn kondisi cuaca cukup dingin",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9851535558700562}]",0.9851535558700562
"Kalo musim hujan agak ga nyaman kesini . Krn banyak permainan yang outdoor . Untuk masuk ke setiap wahana kita bayar kalau tidak beli tiket terusan , ya memang harga per wahananya tidak mahal... Untuk area anak di bawah usia 7 tahun jg banyak . Ada Playground mini yang isinya mandi bola, perosotan, trampoline. ",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9714258313179016}]",0.9714258313179016
"Pertama sebelum memasuki BNS kurang excited tetapi setelah tau banyak wahana yang seru di dalamnya langsung terpukau karena banyak wahananya yang memacu adrenalin dan keren-keren. Selain itu htmnya untuk mencoba setiap wahana juga tidak terlalu mahal dan relatif terjangkau tetapi tidak mengecewakan, tidak hanya itu saja ada juga wahana yang free. Selain wahana di area BNS juga terdapat berbagai outlet makanan dan berbagai macam oleh-oleh.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9990673661231995}]",0.9990673661231995
Awalnya semangat untuk menikmati wahana di BNS pada saat kemalang.. tapi jujur saja agak kecewa karena fasilitas didalamnya seperti pasar malam.. jadi tidak mencoba wahana2 yg ada didalamnya.. saya dan istri hanya foto2 dan masuk wahana taman lampion.. dan musti bayar lagi dliuar tiket masuk BNS.. beberapa wahana pun musti bayar lagi.. tiket masuknya tidak mahal hanya 40rban kalau saya tidak salah.. tp jika dihitung kembali jika mau main wahana dan musti bayar lg.. serasa lebih mahal.. dan cuacanya dingin musti pakai pakaian agak tebal ya..,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9976027607917786}]",0.9976027607917786
"Saya sarankan wisata ini dijadikan pilihan di hari terakhir yang sudah santai, setelah destinasi lain yang wajib sudah dikunjungi. Di dalamnya terdapat banyak mainan dari yang tradisional seperti di pasar malam sampai VR game dan paint ball. Makanan banyak pilihan dan di jam tertentu ada show air mancur menari seperti yang di Monas. Kekurangannya setiap wahana yang dimasuki harus bayar lagi.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9225389361381531}]",0.9225389361381531
"Udah beberapa kali kesini, semakin ada peningkatan, ada beberapa wahana baru. Tijet terusan sekitar 100 rban. Setelah capek bermain bisa menikmati pijat reflexy di luar BNS hanya 35 ribu",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9557129740715027}]",0.9557129740715027
Liburan dengan anak-anak sangat tepat dengan banyaknya hiasan lampion di tempat ini. Dan biaya yang terjangkau,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997919201850891}]",0.9997919201850891
"Pasar malam yang lengkap dengan permainan yang beraneka ragam. Mulai dari permainan anak sampai dengan dewasa. Ada Gokart dengan 5 putaran 100rb rupiah, saking asiknya tidak terasa. Apalagi ada lawan buat balap. ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9942368268966675}]",0.9942368268966675
Harga tiket masuknya tergolong mahal. Masuk aja harus bayar 30ribu per orang. Kalo cari spot foto yaaa paling bagus cuma Taman Lampion aja. Mau naik wahananya kayaknya juga ngeri dan harus bayar lagi kalo gak beli tiket terusan (seharga 100rban). Kesini cuma naik Sepeda Angin doang. Yaaaa silahkan dicoba lah. Mungkin wahananya harus di ganti atau diperbanyak lagi ya,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9983201622962952}]",0.9983201622962952
"keseruan saya dikecewakan dengan tiket masuk paket yang saya beli itu dibilang including permainan tp setelah masuk hanya beberapa permainan yang bisa di mainkan selebihnya additional fee ( lebih banyak bayarnya ), tahu gitu kan kami beli tiket masuk saja.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9978677034378052}]",0.9978677034378052
tempatnya ga terlalu luas. ada berbagai permainan buat anak dan remaja disini. lebih baik beli karcis terusan karena lebih hemat jika ingin menikmati banyak permainan. paling seru wahana sepeda udara dan dancing waves.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9108480215072632}]",0.9108480215072632
"Kesini ngajak anak2,hbs magrib cuz ksni.ckup 5menit da nympe.kebetulan nginep di homestay yg dblkng BNS.Pas ksna lg rame2nya ada yg lg studytour.Masuk ksn,klw mnrt aq sih,mirip2 sm kyk pasar mlm,hee...tp ada dufan jg.Keliling2,maen,foto2 jg keren.Masuk kdlm wahana Lampion jg seru bwt foto2,anak2 seneng.Pas arah pulang,kebetulan lg ada air mancur menari,2 lagu sm ada video film anak2,l jg.Keren deh,smpt di rekam jg bwt kenang2an blk lg k palembang.Tmpt jual souvenir dan brng2 oleh2 khas batu jg byk,kmrn beli sendal 10rb,mknan sm maenan kunci&kulkas.Harga murah.lumayan bwt oleh2.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.7238578796386719}]",0.7238578796386719
"ekspektasi tentang BNS ini terlalu berlebihan (karena dapet rekomendasi dr kakak yg seneng banget di bns) jadinya begitu sampe langsung ngerasa kok biasa yah hehe,apalagi yg sering ke dufan atau taman bermain lainnya,mungkin krn anak anak kami masih kecil jadi ga seluruh permainan bisa dimainin dan kalo buat org dewasa terlalu biasa hehe,tapi overall wajib dikunjungi kalo di batu",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.7896116971969604}]",0.7896116971969604
Tempat sejenis pasar malam. Tidak terlalu luas. Permainan cukup banyak variasinya. Makanan cukup banyak,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7493480443954468}]",0.7493480443954468
Suasananya sangat bagus dengan aneka permainan yang tersedia. Wahana yang tersedia untuk segala umur.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998533725738525}]",0.9998533725738525
"Bagi anda yang menyukai wisata malam, BNS menjadi alternatif wisata yang layak dijadikan pilihan ketika anda mengunjungi Kota Batu. Tidak begitu Spectacular karena masih ada banyak tempat serupa di kota lain di Indonesia, tetapi BNS amat sangat menarik untuk dilewatkan begitu saja. Berbagai macam wahana permainan, juga stan stan ada disini, sehingga dapat dijadikan tempat wisata malam yang menjadi lebih hidup, jauh dari kesan gelap dan misterius. Stan foto 3D, rumah kaca, berbagai macam wahana permainan, stan makanan, dan juga kios kios souvenir, menjadikan BNS ramai dan sangat menyenangkan untuk dijelajahi. Jangan lupa kunjungi juga stan rumah horor yang pastinya akan membuat kunjungan anda menjadi lebih afdol. Tiket masuk yang cukup terjangkau dan juga banyaknya hiburan yang ditawarkan akan menjadikan rekreasi anda dan keluarga menyenangkan. ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996110796928406}]",0.9996110796928406
"Di BNS kita bisa main beberapa wahana di malam hari lo guys, soalnya disini itu emang khusus untuk sore sampai malam hari. Waktu itu saya beli tiket yang harganya 90k , bisa main2 wahana disana dan ke lampion2 juga",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9868042469024658}]",0.9868042469024658
"Tempat yang bagus untuk dikunjungi pada malam hari, seperti namanya. Bagian lentera BNS bagus untuk mengambil foto. Saya memiliki pengalaman yang menyenangkan dengan permainan Go-Kart, dan para pekerja sangat ramah dan membantu.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997400641441345}]",0.9997400641441345
Bagi yang ke Batu pasti akan merasa belum lengkap kalo gak kesini. Bukanya hanya malam hari dan disaranin pake pakaiannya yang agak tebel ya... dingin soalnya hehe,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9971464276313782}]",0.9971464276313782
"Sesuai dengan namanya,tempat wisata ini memang wisata malam hari. Konsepnya seperti pasar malam dengan berbagai wahana & permainan yg memacu adrenalin. Lokasinya yang berada didataran tinggi membuat udara terasa sejuk di lokasi wisata ini. Lebih pas datang kesana jangan dimusim liburan karena akan sangat pada sekali pengunjungnya. Untuk berjalan & berfoto jadi sulit. Taman lampion di tempat wisata ini sangat bagus. ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9961786270141602}]",0.9961786270141602
BNS kurang terawat. Jadi ini tiap masuk wahana bayar lagi. Kita sempat masuk yg 4 d . Banyak mesin yang kurang berfungsi.kita sempat masuk yang taman lampion ini cukup menarik cuman ya sedikit kurang terawat aja. Semoga lebih baik lagi. ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9995806813240051}]",0.9995806813240051
"Tempatnya selalu ramai dan seru, anak saya ingin terus bermain di sini sampai tidak mau untuk pulang ke penginapan. Segala permainan menarik ada di sini dan yang pasti kalau saat musim liburan sekolah mesti sabar untuk antri di setiap area permainan. ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9942130446434021}]",0.9942130446434021
"Lokasi yang ternyata menarik untuk menghabiskan malam karrna banyak.aktifitas yang dapat dilakukan bersama keluarga, dari yang dapat dilakukan oleh anak2 seperti rumah kaca, trampolin sampai dengan menembak sasaran maupun wahana seperti piring yang diputar hingga terbalik posisinya. Taman lampion juga hal yang menarik untuk berswafoto serta adanya dukungan kios2 penjual makanan ataupun minuman. Hal yang pasti adalah suhu udara di Batu ini sangat dingin ditambah saat malam hari membuat sarana pendukung seperti baju hangat serta alas kaki yang baik sangat diperlukan",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9829984307289124}]",0.9829984307289124
" Bns salah satu wisata di batu , sya membayar tiket untuk masuk 40k .. untuk terusan 120k , menurut saya biasa saja untuk objek wisata nya untuk tiket juga terlalu mahal dengan harga  masuk 40k. Ada baiknya tiket di turunkan dan lebih ditata layaknya wahana Jatim park.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9982765913009644}]",0.9982765913009644
Menurut saya tempat ini sepi dan kurang menarik dan cenderung terlalu biasa. Permainan yang cocok buat anak-anak pun sedikit. ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.99950110912323}]",0.99950110912323
"Wisata malam guys di batu malang amazing banget pokoknya suasana dingin di campur petualangan di BNS pokoknya sesuatu banget coba in guys,,,,tapi jangan lupa order yaw car for rental di ayx pro trans,,,,085740002287",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9810801148414612}]",0.9810801148414612
"kalau malam-malam mau wisata yang seru-seru dengan aneka wahana, bisa main kesini. cukup lengkap dan banyak pilihan wahananya. ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989784955978394}]",0.9989784955978394
"tempat wisata dimalam hari paling cocok adalah di batu night spectacular (BNS) yang terletak di kota batu, gemerlap permainan lampu membuat semakin indah wisata di BNS",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9995726943016052}]",0.9995726943016052
"Taman lampionnya keren banget, banyak wahana seru disini, bisa beli tiket yg sepaket sm jatim park. Recomended banget buat wisata lokal..",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996516704559326}]",0.9996516704559326
Keliatan dari jauh sangat indah dengan lampu warna-warni. Didalamnya seperti pasar malam biasa saja. ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9991496801376343}]",0.9991496801376343
"tempat ini seru banget, banyak anjungan wisatanya, permainan, taman lampion, bioskop 3D mini. Waktu itu pergi ke BNS waktu ada acara di Batu.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989814162254333}]",0.9989814162254333
"dengan konsep game dan permainan modern, buka sore sampai malam hari.berlokasi di pusat kota batu.banyak permainan untuk anak2 maupun dewasa",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9980562925338745}]",0.9980562925338745
Tiket masuk sangat murah tapi ternyata bukan tiket terusan. Untuk menikmati wahana harus bayar lagi. Wahananya bisa dibilang itu itu saja,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9891997575759888}]",0.9891997575759888
"Sengaja milih penginapan deket bns biar bisa ke bns malem2 jalan kaki.. Semakin malem semakin rame, banyak banget spot foto yang bagus disinii.. Wajib bgt dateng kesini sih kalo lagi ke malang",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9925810098648071}]",0.9925810098648071
"Tempatnya nyaman, selain udara yang sangat sejuk anak-anak juga sangat betah di BNS ini, beberapa tempat malahan sampai berjam-jam anak ane di ditu, diantaranya tempat permainan masak-masakan dan gunta ganti baju yang biasa di pakai sophia kartun itu lho hehehe",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9982715845108032}]",0.9982715845108032
Disini sangat banyak wahana yang bisa dicoba. Semua wahananya menantang. Di sni jg ada museum art yg sangat kereeennn... ada banyk lampion yg lucu juga,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996703863143921}]",0.9996703863143921
"Harga Tiket Masuk Yang murah 30.000, Banyak terdapat wahana Yang cocok untuk pencinta permainan Yang memacu adrenalin. ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9983175992965698}]",0.9983175992965698
"Tempat ini merupakan arena permainan anak yang dipadukan dengan taman lampion. Disini juga kita bisa menikmati petualangan 4 dimensi. Jika ingin murah, sebaiknya menggunakan tiket terusan yang harganya 99 ribu sudah termasuk tiket masuk dan tiket untuk semua wahana kecuali Gokart, Trampoline, Ketangkasan, Battle Area dan VR Ride.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7195132970809937}]",0.7195132970809937
"Sekian Kali ke Malang selalu ada tempat wisata baru, menarik tempatnya dengan adanya festival lampion dan juga wahana permainan untuk anak-anak, dinginnya udara malang dimalam hari wajib menggunakan baju hangat dan kaos kaki.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9927283525466919}]",0.9927283525466919
"Bagus lampion2nya, anak2 seneng banget foto2 disana. Lampion naganya keren n detail bikinnya. Permainannya cukup banyak, tp karena mulainya malam jadi nggak bisa lama2 karena anak2 udah ngantuk. Makanannya sih biasa banget nggak ada yang spesial tapi lumayanlah buat nangsel perut dan harganya wajar.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992095232009888}]",0.9992095232009888
Tempat yang indah dan romantis dan banyak permainan anak2.. Hanya sayang food court makanan goreng2annya kurang bagus mutunya..,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9868292212486267}]",0.9868292212486267
"Bawa jaket , pake kaos kaki... Soalnya beraktifitas disini.. semua permainan bayar lagi ya.. masuk bayar.. main bayar.. tp ga terlalu mahal kok.. buat yang bawa baby. Jangan lupa kasi tebel2 kalau mau main sampai malam.. saya ke bns sore menjelang malam , jadi nya uda malam baru pulang",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9575826525688171}]",0.9575826525688171
"Pada waktu ke sini, kami mengunjungi lampion garden nya. Kami ke sini pada waktu malam, pemandangannya sangat bagus sekali. Di sini kita bisa melihat lampion dengan berbagai macam bentuk dan warna yang bagus sekali.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998464584350586}]",0.9998464584350586
"Banyak pilihan wahana,  cocok untuk wisata keluarga terutama anak anak & dewasa harga terjangkau, udaranya pun sejuk",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9943875670433044}]",0.9943875670433044
"setiap wahana ada harga sendiri, harus siapkan budget. bisa sih beli tiket terusan, tapi harus tau mau naik wahana apa.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8236501216888428}]",0.8236501216888428
"Banyak wahana di tempat ini. Mulai dari permainan biasa sampai yg memacu adrenalin. Tiket masuk utk weekday Rp30 ribu sedang weekend atau hari libur Rp40 ribu. Untuk tiap wahana ada lagi tiket yg harus dibeli. Memang ada tiket terusan, tp menurut saya lebih baik membeli tiket masuk saja dahulu baru membeli tiket tiap wahana. Karena tidak mungkin semua wahana dicoba, apalagi weekend. Antriannya bisa panjang. Ada Lampion Garden yg bisa dijadikan spot foto. Pandai pandailah mengambil foto disini. Perhatikan betul backlight, cari sudut yg baik, kalau tidak kita terlihat siluet saja. Tempat makan banya dan harganya normal.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9962354302406311}]",0.9962354302406311
"Batu adalah surga bagi para wisatawan, apalagi dengan adanya Batu Night Spectacular tambah bagus lah pokoknya, tidak diragukan lagi bagi bapak dan ibu agar mengajak buah hati nya ke wahana ini.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9984419941902161}]",0.9984419941902161
"waktu kesini beli tiket yang terusan, kalau menurut saya lumayan mahal ya hehe, disini banyak permainan ga cuma buat anak2 tapi juga dewasanya, kalau ada yang berani bisa masuk kewahana rumah hantunya, lampu2nya keren2 ada miniatur menara eifel dan petronas tower. disini ada foodcourt dan banyak toko2 yang menjual oleh2, tapi kebanyakan baju baju yang dijual.. ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8659807443618774}]",0.8659807443618774
"tidak ada yang spesial dari tempat ini seperti pasar malam pada umumnya, tapi apabila ke batu ya sempatkan untuk mengunjunginya. ",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8577220439910889}]",0.8577220439910889
"wahananya macam-macam. sayangnya tidak bisa dinaiki 2 kali. taman lampionnya biasa saja. sebaiknya membeli tiket terusan agar lebih murah, walaupun tidak semua wahana biasa dinikmati dengan tiket terusan. tempatnya tidak terlalu ramai. datanglah sekitar jam 6 supaya agak ramai.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.6738898754119873}]",0.6738898754119873
BNS harus membayar setiap akan memainkan permainannya..tempatnya menyenangkan..cocok untuk pelajar pelajar yang sedang karya wisata.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9973862767219543}]",0.9973862767219543
"Sebenernya sih lebih cocok kalo ajak anak liburan kesini karna basicnya taman bermain, tapi buat pasangan kaya aku worth it lah, kita bisa foto2 seru bareng pasangan, puas main perut lapar tersedia foodcourt dg berbagai pilihan menu, jadi gak perlu takut kelaperan, tapi bayarnya harus pake card jadi agak ribet bolak balik nya hehe",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9976045489311218}]",0.9976045489311218
"Secara garis besar objek wisata ini hampir mirip dengan Suroboyo Night Carnival. Bedanya wahananya lebih banyak, selain itu terdapat arena Gokart dan Lampion Garden, dan di lantai bawah banyak toko baju dan toko oleh-oleh khas Batu.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.7703807950019836}]",0.7703807950019836
"Gemerlapnya malam hari dibatu yahh di BNS ini. BNS ini menyediakan berbagai wahana permainan. Sayangnya tiket tiap wahana berbeda. Didalam BNS ada taman lampion, menawarkan berbagai macam bentuk lampion yang kece banget untuk foto-foto.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9962261915206909}]",0.9962261915206909
Untuk yang suka fotografi cocok datang ke tempat ini. Banyak spot menarik dengan lampion-lampion yang bagus. Tiket overpriced,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9882835149765015}]",0.9882835149765015
"wahana permainan menurut saya kurang menarik, taman lampion terlalu kecil padahal icon dari BNS yang menarik adalah lampionnya",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9993267059326172}]",0.9993267059326172
"Keren...penuh cahaya dg berbagai macam bentuk lampion warna warni, juga ada tempat yg menjual souvenir",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9995154142379761}]",0.9995154142379761
"Untuk bermain di dalam harus bayar extra, cuman sekitar 10-15rb tapi masuk kesana saja sudah bayar dan agak menganggu setiap mau main harus beli tiket lagi. Mbak"" dan mas"" nya tidak ramah dan judes orangnya. Overall BNS bisa dinikmati sebagai atraksi merakyat ",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9855875968933105}]",0.9855875968933105
Wahana yg ditawarkan lumayan banyak walaupun tidak sebanyak ancol.. Asik untuk melepas waktu liburan bersama teman. Tiap wahana harus bayar.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.997225284576416}]",0.997225284576416
"Dipenuhi gemerlap lampu, BNS menjadi ikon kota batu yg baru, seakan tidak ada matinya kalau berkunjung ke kota batu baik siang maupun malam... hanya sedikit khawatir dengan fasilitas permainan yg ada apakah ter-maintenance dengan baik.. lainya it's ok..",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9958845973014832}]",0.9958845973014832
